,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,fixed_sulfur_dioxide
2221,7.6,0.32,0.25,9.5,0.03,15.0,136.0,0.99367,3.1,0.44,12.1,6,121.0
2222,6.6,0.21,0.29,1.8,0.03,35.0,128.0,0.99183,3.37,0.48,11.2,6,93.0
2223,7.0,0.17,0.36,2.6,0.03,28.0,98.0,0.99126,3.11,0.37,11.2,7,70.0
2224,6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.99577,3.21,0.46,9.2,5,131.0
2225,6.9,0.3,0.25,3.3,0.041,26.0,124.0,0.99428,3.18,0.5,9.3,6,98.0
2226,6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.99388,3.2,0.36,10.7,6,82.0
2227,6.9,0.31,0.32,1.2,0.03,20.0,166.0,0.99208,3.05,0.54,9.8,6,146.0
2228,6.7,0.23,0.25,1.6,0.036,28.0,143.0,0.99256,3.3,0.54,10.3,6,115.0
2229,5.8,0.23,0.28,9.65,0.03,26.0,121.0,0.9925,3.28,0.38,11.3,6,95.0
2230,6.5,0.22,0.49,13.0,0.048,36.0,182.0,0.9978,3.02,0.49,8.8,6,146.0
2231,7.0,0.18,0.37,1.5,0.043,16.0,104.0,0.99216,3.18,0.5,10.8,5,88.0
2232,6.5,0.4,0.31,5.0,0.03,15.0,86.0,0.99165,3.26,0.6,11.5,7,71.0
2233,6.5,0.23,0.36,13.0,0.038,43.0,133.0,0.9978,3.26,0.41,8.8,5,90.0
2234,6.6,0.26,0.38,6.5,0.058,57.0,195.0,0.9956,3.19,0.38,9.4,6,138.0
2235,6.7,0.26,0.39,6.4,0.058,57.0,195.0,0.99562,3.19,0.38,9.4,6,138.0
2236,7.5,0.28,0.39,10.2,0.045,57.0,195.0,0.9972,3.16,0.63,9.6,6,138.0
2237,6.8,0.23,0.42,7.4,0.044,56.0,189.0,0.9958,3.22,0.48,9.3,6,133.0
2238,7.8,0.25,0.34,13.0,0.044,57.0,184.0,0.9978,3.22,0.64,8.9,5,127.0
2239,5.8,0.2,0.22,1.3,0.049,25.0,155.0,0.99296,3.39,0.43,10.0,5,130.0
2240,6.4,0.21,0.44,7.4,0.045,47.0,182.0,0.9957,3.24,0.46,9.1,5,135.0
2241,6.8,0.24,0.37,7.45,0.043,57.0,188.0,0.99579,3.2,0.5,9.4,6,131.0
2242,7.8,0.25,0.28,7.2,0.04,46.0,179.0,0.99541,3.14,0.6,10.1,6,133.0
2243,6.8,0.17,0.29,10.4,0.046,57.0,143.0,0.99518,3.2,0.4,10.8,6,86.0
2244,5.8,0.28,0.29,1.2,0.03,18.0,86.0,0.99168,3.24,0.54,10.0,6,68.0
2245,7.5,0.18,0.31,6.5,0.03,53.0,160.0,0.99276,3.03,0.38,10.9,6,107.0
2246,7.5,0.26,0.3,4.6,0.03,29.0,92.0,0.99085,3.15,0.38,12.0,7,63.0
2247,8.0,0.37,0.49,13.0,0.043,22.0,171.0,0.9978,3.01,0.64,9.3,5,149.0
2248,7.6,0.4,0.27,5.2,0.03,32.0,101.0,0.99172,3.22,0.62,12.3,7,69.0
2249,7.5,0.26,0.25,1.7,0.038,29.0,129.0,0.99312,3.39,0.56,10.4,6,100.0
2250,6.9,0.23,0.32,13.0,0.045,57.0,153.0,0.9972,3.22,0.42,10.5,5,96.0
2251,5.8,0.2,0.31,3.6,0.036,22.0,91.0,0.99278,3.39,0.5,9.8,6,69.0
2252,6.5,0.17,0.31,1.5,0.041,34.0,121.0,0.99092,3.06,0.46,10.5,6,87.0
2253,6.5,0.35,0.28,12.4,0.051,57.0,195.0,0.9962,3.16,0.51,9.9,6,138.0
2254,6.5,0.29,0.31,1.7,0.035,24.0,86.0,0.99053,3.27,0.64,11.4,7,62.0
2255,6.8,0.3,0.22,6.2,0.058,41.0,190.0,0.9978,3.18,0.51,9.2,5,149.0
2256,7.9,0.4,0.36,6.2,0.051,30.0,173.0,0.9978,3.09,0.53,9.7,5,143.0
2257,7.9,0.4,0.34,2.6,0.049,15.0,135.0,0.99335,3.09,0.51,10.0,5,120.0
2258,7.1,0.29,0.28,9.3,0.048,50.0,141.0,0.9949,3.13,0.49,10.3,6,91.0
2259,7.4,0.2,0.28,9.1,0.047,29.0,95.0,0.99532,3.16,0.47,9.8,7,66.0
2260,6.9,0.4,0.42,12.0,0.058,24.0,131.0,0.99727,3.19,0.36,9.3,5,107.0
2261,6.8,0.32,0.28,4.8,0.034,25.0,100.0,0.99026,3.08,0.47,12.4,7,75.0
2262,6.3,0.2,0.22,12.3,0.048,54.0,145.0,0.99668,3.16,0.42,9.3,6,91.0
2263,8.0,0.23,0.28,2.7,0.048,49.0,165.0,0.9952,3.26,0.64,9.5,6,116.0
2264,6.7,0.27,0.33,3.6,0.034,15.0,86.0,0.99144,3.08,0.4,10.5,6,71.0
2265,6.7,0.4,0.22,4.3,0.032,19.0,99.0,0.99022,3.26,0.53,12.8,7,80.0
2266,7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,3.01,0.45,10.8,6,98.0
2267,7.3,0.26,0.33,11.8,0.057,48.0,127.0,0.99693,3.1,0.55,10.0,6,79.0
2268,5.8,0.17,0.34,1.8,0.045,57.0,170.0,0.99035,3.38,0.64,11.8,8,113.0
2269,6.8,0.17,0.36,1.4,0.036,38.0,108.0,0.99022,3.19,0.64,12.0,6,70.0
2270,7.1,0.4,0.3,6.6,0.03,15.0,138.0,0.99126,3.18,0.46,12.6,6,123.0
2271,5.8,0.315,0.27,1.55,0.03,15.0,86.0,0.99022,3.37,0.4,11.9,8,71.0
2272,5.9,0.17,0.28,1.2,0.03,15.0,86.0,0.99022,3.13,0.36,10.6,5,71.0
2273,6.6,0.34,0.22,6.4,0.058,47.0,195.0,0.9971,3.39,0.48,9.2,5,148.0
2274,8.0,0.33,0.34,11.8,0.058,42.0,195.0,0.9978,3.17,0.52,10.0,6,153.0
2275,5.8,0.17,0.26,4.3,0.038,18.0,97.0,0.99477,3.36,0.46,9.2,5,79.0
2276,5.8,0.17,0.26,5.1,0.039,19.0,103.0,0.99478,3.36,0.47,9.3,6,84.0
2277,7.7,0.18,0.35,5.8,0.055,25.0,144.0,0.99576,3.24,0.54,10.2,6,119.0
2278,7.7,0.17,0.36,5.9,0.054,25.0,148.0,0.99578,3.25,0.54,10.2,6,123.0
2279,6.0,0.26,0.22,1.3,0.058,51.0,154.0,0.99354,3.14,0.51,8.7,5,103.0
2280,7.3,0.32,0.35,1.4,0.05,15.0,163.0,0.99244,3.24,0.42,10.7,5,148.0
2281,7.7,0.3,0.34,1.2,0.048,15.0,119.0,0.99084,3.18,0.36,12.1,6,104.0
2282,7.9,0.17,0.3,7.4,0.05,57.0,152.0,0.99612,3.12,0.37,9.5,6,95.0
2283,6.4,0.27,0.29,10.8,0.03,17.0,118.0,0.99356,3.18,0.37,11.2,6,101.0
2284,6.9,0.17,0.37,1.8,0.034,36.0,95.0,0.99022,3.01,0.59,12.0,6,59.0
2285,6.4,0.4,0.44,13.0,0.048,29.0,195.0,0.9978,3.26,0.54,8.8,7,166.0
2286,6.3,0.2,0.24,1.7,0.052,36.0,135.0,0.99374,3.39,0.64,10.8,6,99.0
2287,6.2,0.29,0.32,3.6,0.03,39.0,138.0,0.99022,3.31,0.37,13.1,7,99.0
2288,7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.99144,3.08,0.6,12.5,7,71.0
2289,7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.99352,3.09,0.36,11.7,8,94.0
2290,7.0,0.36,0.32,10.5,0.045,35.0,135.0,0.9935,3.09,0.36,11.6,8,100.0
2291,7.6,0.2,0.36,1.9,0.043,24.0,111.0,0.99237,3.29,0.54,11.3,6,87.0
2292,6.7,0.2,0.37,1.65,0.03,42.0,103.0,0.99022,3.11,0.45,11.4,5,61.0
2293,6.2,0.235,0.34,1.9,0.036,15.0,117.0,0.99032,3.39,0.44,12.2,5,102.0
2294,7.8,0.4,0.49,13.0,0.058,15.0,160.0,0.9978,3.39,0.64,11.7,6,145.0
2295,7.1,0.2,0.31,6.85,0.053,32.0,195.0,0.99587,3.31,0.59,10.4,6,163.0
2296,7.1,0.2,0.31,7.4,0.053,32.0,195.0,0.99587,3.31,0.59,10.4,6,163.0
2297,6.4,0.24,0.25,13.0,0.058,35.0,157.0,0.9978,3.17,0.5,9.1,5,122.0
2298,8.0,0.3,0.36,11.0,0.034,15.0,86.0,0.99354,3.05,0.41,12.2,6,71.0
2299,6.9,0.4,0.42,6.2,0.058,41.0,176.0,0.99552,3.12,0.54,9.4,5,135.0
2300,6.9,0.4,0.43,6.2,0.058,42.0,178.0,0.99552,3.11,0.53,9.4,5,136.0
2301,6.6,0.25,0.49,8.0,0.047,57.0,189.0,0.99604,3.22,0.49,9.2,5,132.0
2302,6.8,0.26,0.44,8.2,0.046,52.0,183.0,0.99584,3.2,0.51,9.4,5,131.0
2303,6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.99022,3.22,0.53,13.5,7,68.0
2304,6.8,0.35,0.49,10.1,0.053,37.0,151.0,0.9963,3.07,0.4,9.4,5,114.0
2305,6.4,0.22,0.32,7.2,0.03,15.0,86.0,0.993,3.13,0.55,10.9,8,71.0
2306,6.9,0.31,0.32,1.6,0.036,34.0,114.0,0.99068,3.19,0.45,11.4,7,80.0
2307,6.7,0.17,0.37,1.3,0.036,45.0,125.0,0.99022,3.19,0.51,12.4,7,80.0
2308,5.8,0.17,0.31,5.3,0.038,15.0,86.0,0.9923,3.3,0.39,10.5,6,71.0
2309,5.8,0.17,0.32,13.0,0.031,16.0,99.0,0.99437,3.26,0.38,11.5,8,83.0
2310,7.3,0.2,0.26,1.6,0.04,36.0,123.0,0.99238,3.34,0.44,10.8,6,87.0
2311,7.5,0.17,0.49,11.8,0.038,52.0,148.0,0.9978,3.03,0.46,8.9,5,96.0
2312,7.5,0.18,0.49,9.6,0.039,53.0,151.0,0.9978,3.03,0.46,8.9,5,98.0
2313,7.0,0.27,0.48,6.1,0.042,57.0,184.0,0.99566,3.2,0.5,9.4,6,127.0
2314,5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.99067,3.39,0.64,12.2,7,128.0
2315,7.8,0.26,0.31,3.6,0.03,22.0,100.0,0.99066,3.01,0.47,12.1,7,78.0
2316,7.4,0.3,0.32,1.7,0.03,23.0,128.0,0.9929,3.17,0.64,10.9,5,105.0
2317,6.7,0.17,0.34,1.6,0.03,27.0,109.0,0.9934,3.34,0.58,10.1,6,82.0
2318,6.7,0.19,0.39,1.2,0.032,15.0,86.0,0.99022,3.31,0.38,13.0,7,71.0
2319,6.6,0.36,0.24,1.2,0.038,15.0,86.0,0.99066,3.23,0.39,11.0,5,71.0
2320,7.2,0.17,0.41,1.6,0.052,24.0,126.0,0.99228,3.19,0.49,10.8,5,102.0
2321,6.0,0.17,0.47,10.6,0.052,57.0,148.0,0.9958,3.01,0.36,9.3,4,91.0
2322,6.0,0.21,0.34,2.0,0.042,57.0,123.0,0.99052,3.39,0.42,11.4,6,66.0
2323,6.7,0.325,0.49,1.2,0.058,49.0,120.0,0.99312,3.01,0.38,9.2,5,71.0
2324,6.6,0.4,0.46,6.2,0.056,42.0,195.0,0.9968,3.39,0.6,9.9,5,153.0
2325,6.5,0.2,0.24,9.2,0.044,25.0,150.0,0.99502,3.22,0.44,10.5,5,125.0
2326,7.6,0.27,0.34,5.0,0.04,18.0,86.0,0.99084,3.06,0.48,12.4,6,68.0
2327,7.2,0.26,0.4,6.3,0.047,52.0,172.0,0.99573,3.18,0.53,9.5,6,120.0
2328,6.3,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,3.16,0.5,10.5,6,120.0
2329,6.5,0.22,0.45,8.0,0.053,52.0,195.0,0.9959,3.23,0.48,9.1,6,143.0
2330,6.4,0.17,0.31,1.2,0.034,53.0,138.0,0.99084,3.38,0.36,11.5,7,85.0
2331,7.1,0.26,0.32,13.0,0.044,31.0,170.0,0.99644,3.17,0.37,11.2,5,139.0
2332,6.6,0.22,0.34,11.6,0.05,57.0,140.0,0.99526,3.22,0.4,10.8,5,83.0
2333,6.6,0.4,0.43,7.2,0.058,31.0,186.0,0.9954,3.12,0.44,9.4,5,155.0
2334,6.6,0.17,0.3,1.2,0.031,15.0,86.0,0.99095,3.17,0.58,11.0,6,71.0
2335,7.2,0.4,0.28,3.4,0.048,22.0,112.0,0.99188,3.21,0.37,11.3,7,90.0
2336,6.2,0.17,0.27,1.4,0.041,51.0,117.0,0.9909,3.28,0.38,11.2,6,66.0
2337,7.3,0.26,0.3,9.3,0.05,35.0,154.0,0.99581,3.21,0.5,10.4,6,119.0
2338,6.9,0.17,0.29,2.3,0.033,15.0,86.0,0.99132,3.1,0.58,11.2,7,71.0
2339,5.8,0.22,0.29,1.2,0.034,34.0,89.0,0.99022,3.14,0.36,11.1,7,55.0
2340,6.5,0.37,0.33,3.5,0.036,23.0,92.0,0.99136,3.18,0.38,11.2,6,69.0
2341,5.8,0.375,0.38,1.7,0.036,17.0,98.0,0.99142,3.29,0.39,10.5,6,81.0
2342,5.9,0.2,0.4,1.3,0.047,23.0,92.0,0.99232,3.2,0.45,10.0,6,69.0
2343,5.9,0.22,0.38,1.3,0.046,24.0,90.0,0.99232,3.2,0.47,10.0,6,66.0
2344,8.0,0.22,0.31,5.6,0.049,24.0,97.0,0.993,3.1,0.42,10.9,5,73.0
2345,6.5,0.22,0.29,7.4,0.03,16.0,87.0,0.99311,3.15,0.56,10.9,7,71.0
2346,5.8,0.2,0.34,1.2,0.035,40.0,86.0,0.99022,3.39,0.42,11.7,5,46.0
2347,6.6,0.31,0.22,1.5,0.033,55.0,144.0,0.99208,3.16,0.42,10.0,5,89.0
2348,7.7,0.4,0.37,10.0,0.058,22.0,195.0,0.99776,3.02,0.64,9.5,5,173.0
2349,6.7,0.24,0.29,13.0,0.053,55.0,136.0,0.9978,3.03,0.52,9.0,5,81.0
2350,7.3,0.23,0.34,9.3,0.052,19.0,86.0,0.99574,3.04,0.56,10.0,5,67.0
2351,7.9,0.2,0.39,1.2,0.041,37.0,154.0,0.99093,3.08,0.43,11.9,5,117.0
2352,5.8,0.17,0.39,1.2,0.03,40.0,101.0,0.99156,3.39,0.59,10.6,6,61.0
2353,6.4,0.21,0.28,5.9,0.047,29.0,101.0,0.99278,3.15,0.4,11.0,6,72.0
2354,6.9,0.33,0.26,5.0,0.03,46.0,143.0,0.9924,3.25,0.43,11.2,7,97.0
2355,5.8,0.18,0.49,1.25,0.034,29.0,129.0,0.99022,3.39,0.6,12.0,7,100.0
2356,6.6,0.29,0.31,3.9,0.03,39.0,96.0,0.99035,3.24,0.6,12.6,8,57.0
2357,6.6,0.21,0.36,1.2,0.034,48.0,113.0,0.99165,3.24,0.64,10.5,6,65.0
2358,7.3,0.21,0.33,1.2,0.037,57.0,144.0,0.9923,3.11,0.52,10.2,6,87.0
2359,5.8,0.17,0.32,1.6,0.03,15.0,90.0,0.99022,3.39,0.52,12.2,6,75.0
2360,6.5,0.17,0.32,1.3,0.036,19.0,86.0,0.99022,3.18,0.41,12.3,6,67.0
2361,5.8,0.19,0.46,1.2,0.032,33.0,115.0,0.9909,3.36,0.5,10.4,6,82.0
2362,6.7,0.4,0.32,1.4,0.03,22.0,121.0,0.99022,3.15,0.53,12.7,7,99.0
2363,6.2,0.23,0.23,1.2,0.03,18.0,128.0,0.99178,3.05,0.36,10.6,5,110.0
2364,6.0,0.17,0.29,5.0,0.03,25.0,108.0,0.99076,3.14,0.36,12.3,6,83.0
2365,6.7,0.17,0.38,1.7,0.037,20.0,86.0,0.99046,3.09,0.53,11.4,6,66.0
2366,5.8,0.17,0.36,1.8,0.03,57.0,161.0,0.99022,3.39,0.64,12.0,7,104.0
2367,5.8,0.21,0.32,1.6,0.045,38.0,95.0,0.99022,3.23,0.64,12.4,8,57.0
2368,5.8,0.23,0.36,1.5,0.03,57.0,121.0,0.99022,3.24,0.64,12.1,7,64.0
2369,6.4,0.22,0.31,13.0,0.04,57.0,135.0,0.99672,3.21,0.38,10.7,5,78.0
2370,6.5,0.17,0.49,5.9,0.045,57.0,162.0,0.99482,3.01,0.4,9.3,5,105.0
2371,5.9,0.32,0.33,2.1,0.03,35.0,138.0,0.99022,3.37,0.42,12.7,6,103.0
2372,5.8,0.37,0.3,1.2,0.03,24.0,88.0,0.99022,3.18,0.39,11.7,6,64.0
2373,7.9,0.25,0.35,6.7,0.039,22.0,86.0,0.99362,3.01,0.49,10.7,5,64.0
2374,7.2,0.21,0.28,2.7,0.033,38.0,94.0,0.99075,3.01,0.43,11.8,7,56.0
2375,7.0,0.24,0.3,6.7,0.039,37.0,125.0,0.99436,3.2,0.39,9.9,5,88.0
2376,6.8,0.4,0.33,3.95,0.047,16.0,86.0,0.99022,3.23,0.53,13.4,7,70.0
2377,7.0,0.28,0.32,7.75,0.032,30.0,114.0,0.99158,3.12,0.64,12.8,7,84.0
2378,6.9,0.4,0.3,10.6,0.033,24.0,87.0,0.99265,3.15,0.45,12.8,6,63.0
2379,6.6,0.4,0.31,1.6,0.042,18.0,101.0,0.99195,3.13,0.41,10.5,5,83.0
2380,6.4,0.2,0.28,2.5,0.032,24.0,86.0,0.99168,3.31,0.55,11.5,5,62.0
2381,8.0,0.22,0.34,1.2,0.04,15.0,86.0,0.9918,3.04,0.37,10.5,4,71.0
2382,8.0,0.36,0.36,11.1,0.032,21.0,132.0,0.99313,3.01,0.39,13.0,6,111.0
2383,5.8,0.285,0.29,5.15,0.035,57.0,138.0,0.99022,3.19,0.36,12.4,8,81.0
2384,6.9,0.2,0.3,4.7,0.041,40.0,148.0,0.9932,3.16,0.36,10.2,6,108.0
2385,6.7,0.4,0.46,9.7,0.054,57.0,195.0,0.9978,3.23,0.5,9.0,5,138.0
2386,6.2,0.17,0.34,1.7,0.038,57.0,153.0,0.9909,3.33,0.64,12.0,7,96.0
2387,6.4,0.17,0.36,1.4,0.044,22.0,86.0,0.99022,3.15,0.5,11.7,7,64.0
2388,6.4,0.4,0.26,2.0,0.054,20.0,180.0,0.9952,3.39,0.57,10.0,5,160.0
2389,7.0,0.31,0.39,7.5,0.055,42.0,195.0,0.99652,3.37,0.54,10.3,5,153.0
2390,8.0,0.18,0.28,1.2,0.032,25.0,86.0,0.99104,3.01,0.38,11.1,5,61.0
2391,6.2,0.21,0.26,13.0,0.05,57.0,150.0,0.99772,3.31,0.46,9.0,5,93.0
2392,6.1,0.17,0.37,1.2,0.031,37.0,97.0,0.9922,3.39,0.58,10.5,6,60.0
2393,6.5,0.22,0.32,2.2,0.03,36.0,92.0,0.99076,3.27,0.59,11.9,7,56.0
2394,6.2,0.36,0.22,8.9,0.036,38.0,155.0,0.99622,3.27,0.5,9.4,5,117.0
2395,5.8,0.21,0.25,1.2,0.035,26.0,86.0,0.99022,3.31,0.52,11.4,6,60.0
2396,6.4,0.25,0.32,1.2,0.034,40.0,114.0,0.99114,3.31,0.58,10.8,7,74.0
2397,7.6,0.31,0.26,1.7,0.058,40.0,157.0,0.9938,3.1,0.46,9.8,5,117.0
2398,6.6,0.26,0.46,6.9,0.047,57.0,183.0,0.99594,3.2,0.45,9.3,5,126.0
2399,6.2,0.2,0.31,1.2,0.031,22.0,86.0,0.99035,3.24,0.52,11.3,6,64.0
2400,6.2,0.18,0.3,1.2,0.031,23.0,86.0,0.99032,3.23,0.52,11.3,6,63.0
2401,6.1,0.37,0.22,7.6,0.031,49.0,170.0,0.99558,3.22,0.48,9.5,5,121.0
2402,7.7,0.18,0.3,1.2,0.046,49.0,195.0,0.99413,3.03,0.38,9.3,5,146.0
2403,6.9,0.17,0.38,1.2,0.041,22.0,86.0,0.99043,3.03,0.54,11.4,6,64.0
2404,6.0,0.4,0.26,3.1,0.053,57.0,128.0,0.99022,3.22,0.39,12.7,6,71.0
2405,7.1,0.36,0.4,1.95,0.033,26.0,118.0,0.99022,3.2,0.45,13.5,7,92.0
2406,5.8,0.28,0.28,2.2,0.03,15.0,86.0,0.99022,3.06,0.52,11.2,6,71.0
2407,6.4,0.17,0.32,8.75,0.038,38.0,118.0,0.99449,3.19,0.41,10.7,5,80.0
2408,7.4,0.28,0.4,11.9,0.032,15.0,92.0,0.99629,3.01,0.46,10.8,4,77.0
2409,6.7,0.39,0.31,2.7,0.054,27.0,195.0,0.9948,3.39,0.57,10.5,6,168.0
2410,6.5,0.4,0.47,5.45,0.03,44.0,137.0,0.99022,3.13,0.36,13.0,8,93.0
2411,6.9,0.22,0.31,6.3,0.03,41.0,131.0,0.99326,3.08,0.49,10.8,6,90.0
2412,6.6,0.22,0.29,13.0,0.046,39.0,118.0,0.9978,3.05,0.5,9.1,6,79.0
2413,7.7,0.25,0.3,7.8,0.038,57.0,195.0,0.99555,3.1,0.5,10.1,5,138.0
2414,5.8,0.17,0.33,1.6,0.03,15.0,86.0,0.99022,3.3,0.64,11.9,8,71.0
2415,7.0,0.31,0.31,9.1,0.036,45.0,140.0,0.99216,3.01,0.36,12.0,7,95.0
2416,5.8,0.21,0.4,1.3,0.041,57.0,147.0,0.99022,3.22,0.64,11.6,8,90.0
2417,6.4,0.25,0.32,11.3,0.038,57.0,192.0,0.99573,3.14,0.5,10.2,6,135.0
2418,5.8,0.21,0.29,1.2,0.03,15.0,86.0,0.99215,3.3,0.4,9.8,5,71.0
2419,7.1,0.27,0.28,1.25,0.03,15.0,89.0,0.99022,3.01,0.36,11.4,4,74.0
2420,5.8,0.17,0.27,1.2,0.03,15.0,86.0,0.99218,3.3,0.41,9.8,5,71.0
2421,7.0,0.17,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,8,57.0
2422,7.1,0.29,0.34,7.8,0.036,49.0,128.0,0.99397,3.21,0.4,10.7,6,79.0
2423,7.2,0.3,0.3,8.7,0.03,15.0,111.0,0.99576,3.11,0.61,10.6,5,96.0
2424,6.8,0.26,0.46,8.3,0.037,49.0,173.0,0.99601,3.17,0.47,9.3,5,124.0
2425,5.8,0.33,0.31,1.2,0.03,39.0,150.0,0.99022,3.33,0.59,14.0,8,111.0
2426,5.8,0.29,0.28,8.3,0.03,27.0,107.0,0.99308,3.36,0.37,11.0,6,80.0
2427,6.8,0.26,0.48,6.2,0.049,55.0,182.0,0.99582,3.21,0.45,9.4,6,127.0
2428,6.0,0.28,0.49,5.0,0.058,30.0,139.0,0.99494,3.1,0.36,9.0,6,109.0
2429,6.0,0.28,0.25,1.8,0.042,15.0,108.0,0.9929,3.08,0.55,9.0,5,93.0
2430,7.2,0.2,0.22,1.6,0.044,17.0,101.0,0.99471,3.37,0.53,10.0,5,84.0
2431,6.1,0.27,0.25,1.8,0.041,15.0,109.0,0.9929,3.08,0.54,9.0,5,94.0
2432,6.4,0.29,0.3,2.9,0.036,25.0,86.0,0.99037,3.29,0.6,12.4,7,61.0
2433,7.4,0.35,0.24,6.0,0.042,28.0,123.0,0.99304,3.14,0.44,11.3,5,95.0
2434,8.0,0.17,0.38,1.2,0.034,36.0,86.0,0.99026,3.01,0.55,12.0,6,50.0
2435,6.4,0.17,0.3,1.2,0.031,37.0,94.0,0.99022,3.01,0.56,11.7,6,57.0
2436,7.3,0.4,0.26,5.45,0.03,26.0,90.0,0.99022,3.01,0.54,13.2,7,64.0
2437,7.7,0.17,0.34,13.0,0.04,41.0,114.0,0.99634,3.07,0.59,11.0,7,73.0
2438,6.9,0.23,0.41,8.0,0.03,30.0,114.0,0.99368,3.22,0.54,11.0,6,84.0
2439,6.9,0.38,0.38,13.0,0.058,15.0,94.0,0.9978,3.02,0.48,9.2,5,79.0
2440,7.5,0.38,0.29,4.9,0.03,38.0,113.0,0.99026,3.08,0.48,13.0,7,75.0
2441,5.8,0.19,0.24,1.3,0.044,38.0,128.0,0.99362,3.39,0.6,10.6,5,90.0
2442,5.8,0.34,0.26,2.2,0.03,31.0,119.0,0.99022,3.39,0.49,13.0,8,88.0
2443,6.6,0.23,0.3,13.0,0.051,33.0,118.0,0.9978,3.04,0.54,9.0,6,85.0
2444,8.0,0.31,0.31,1.2,0.03,52.0,148.0,0.99038,3.01,0.36,11.5,5,96.0
2445,6.7,0.2,0.3,1.4,0.03,17.0,86.0,0.99104,3.11,0.44,11.0,6,69.0
2446,7.3,0.26,0.24,1.7,0.05,15.0,112.0,0.99286,3.11,0.43,9.9,5,97.0
2447,6.3,0.22,0.22,5.6,0.039,31.0,128.0,0.99296,3.12,0.46,10.4,6,97.0
2448,7.5,0.19,0.4,7.1,0.056,50.0,110.0,0.9954,3.06,0.52,9.9,6,60.0
2449,8.0,0.17,0.33,1.2,0.045,57.0,162.0,0.9914,3.07,0.47,11.0,6,105.0
2450,6.8,0.32,0.39,9.6,0.03,34.0,124.0,0.99286,3.18,0.36,12.1,6,90.0
2451,6.6,0.23,0.22,11.4,0.044,45.0,131.0,0.99604,3.01,0.51,9.7,6,86.0
2452,6.7,0.36,0.26,7.9,0.034,39.0,123.0,0.99119,3.01,0.36,12.2,7,84.0
2453,6.1,0.38,0.42,5.0,0.03,31.0,113.0,0.99022,3.15,0.36,12.4,7,82.0
2454,8.0,0.23,0.28,11.1,0.033,30.0,97.0,0.99507,3.03,0.39,10.5,7,67.0
2455,7.0,0.2,0.31,8.0,0.05,29.0,195.0,0.99596,3.28,0.57,10.4,6,166.0
2456,6.0,0.26,0.32,3.8,0.03,48.0,180.0,0.99022,3.15,0.36,12.0,6,132.0
2457,6.9,0.3,0.3,10.55,0.037,15.0,86.0,0.99184,3.07,0.36,12.7,6,71.0
2458,6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,3.11,0.45,10.9,7,86.0
2459,6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,3.11,0.45,10.9,7,84.0
2460,7.2,0.19,0.31,6.3,0.034,17.0,103.0,0.99305,3.15,0.52,11.4,7,86.0
2461,6.2,0.17,0.32,1.2,0.036,57.0,184.0,0.99096,3.22,0.41,11.0,6,127.0
2462,5.8,0.27,0.32,4.5,0.032,57.0,178.0,0.99022,3.39,0.36,12.6,7,121.0
2463,6.3,0.37,0.28,6.3,0.034,45.0,152.0,0.9921,3.29,0.46,11.6,7,107.0
2464,6.6,0.2,0.27,10.9,0.038,29.0,130.0,0.99496,3.11,0.44,10.5,7,101.0
2465,6.6,0.28,0.34,1.2,0.037,42.0,119.0,0.99022,3.03,0.37,12.5,6,77.0
2466,6.5,0.35,0.36,1.2,0.034,32.0,111.0,0.99022,3.11,0.5,12.1,8,79.0
2467,6.9,0.25,0.33,1.2,0.035,35.0,158.0,0.99082,3.02,0.58,11.3,6,123.0
2468,6.0,0.32,0.3,1.3,0.03,18.0,112.0,0.99022,3.07,0.64,13.3,7,94.0
2469,6.3,0.18,0.36,1.2,0.034,26.0,111.0,0.99074,3.16,0.51,11.0,6,85.0
2470,6.9,0.3,0.36,1.2,0.037,40.0,156.0,0.99022,3.08,0.36,12.1,6,116.0
2471,5.8,0.3,0.33,3.7,0.03,54.0,173.0,0.99022,3.36,0.36,13.0,7,119.0
2472,6.5,0.2,0.49,13.0,0.054,50.0,195.0,0.9978,3.01,0.64,8.8,6,145.0
2473,6.7,0.25,0.31,1.35,0.058,30.5,195.0,0.99388,3.16,0.53,9.5,5,164.5
2474,6.6,0.22,0.36,5.5,0.03,30.0,105.0,0.99206,3.2,0.47,11.8,6,75.0
2475,6.8,0.25,0.37,3.1,0.03,29.0,93.0,0.99035,3.14,0.45,12.2,6,64.0
2476,7.0,0.17,0.37,12.85,0.042,36.0,105.0,0.99581,3.05,0.55,10.7,6,69.0
2477,7.0,0.4,0.34,13.0,0.04,15.0,86.0,0.9976,3.07,0.38,11.0,6,71.0
